Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote
050624,HENRY MAYO NEWHALL  HOSPITAL,23845  MCBEAN PKWY,VALENCIA,CA,91355,LOS ANGELES,(661) 253-8000,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,2,,8,7,0,7,0,,8,6,1,5,0,,11,7,0,4,3,,15,15,,10,9,
050625,CEDARS-SINAI MEDICAL CENTER,8700 BEVERLY BLVD,LOS ANGELES,CA,90048,LOS ANGELES,(310) 423-5000,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5,,8,8,7,1,0,,8,8,4,4,0,,11,11,3,5,3,,15,15,,10,9,
050633,ADVENTIST HEALTH TWIN CITIES,1100 LAS TABLAS RD,TEMPLETON,CA,93465,SAN LUIS OBISPO,(805) 434-3500,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,5,0,5,0,,8,5,1,4,0,,11,7,0,5,2,,15,15,,10,8,
050636,PALOMAR MEDICAL CENTER POWAY,15615 POMERADO ROAD,POWAY,CA,92064,SAN DIEGO,(858) 485-6511,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,4,,8,5,1,4,0,,8,5,0,5,0,,11,6,1,5,0,,15,15,,10,8,
050641,EAST LOS ANGELES DOCTORS HOSPITAL,4060 WHITTIER BLVD,LOS ANGELES,CA,90023,LOS ANGELES,(323) 268-5514,Acute Care Hospitals,Proprietary,Yes,Y,1,,8,3,0,3,0,,8,2,0,2,0,,11,3,1,2,0,,15,15,,10,7,
050663,LOS ANGELES COMMUNITY HOSPITAL,4081 E OLYMPIC BLVD,LOS ANGELES,CA,90023,LOS ANGELES,(323) 267-0477,Acute Care Hospitals,Proprietary,Yes,,3,,8,5,3,2,0,,8,4,2,2,0,,11,5,1,4,0,,15,10,,10,6,
050668,LAGUNA HONDA HOSPITAL & REHABILITATION CENTER,375 LAGUNA HONDA BLVD,SAN FRANCISCO,CA,94116,SAN FRANCISCO,(415) 759-2300,Acute Care Hospitals,Government - Local,No,,Not Available,16,8,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,1,1,,15,Not Available,5.0,10,3,
050674,KAISER FOUNDATION HOSP SO SACRAMENTO,6600 BRUCEVILLE ROAD,SACRAMENTO,CA,95823,SACRAMENTO,(916) 688-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,5,0,5,0,,8,6,1,5,0,,11,3,0,2,1,,15,15,,10,4,
050677,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,5601 DE SOTO AVENUE,WOODLAND HILLS,CA,91367,LOS ANGELES,(818) 719-3800,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,4,,8,1,0,1,0,,8,6,1,5,0,,11,1,0,1,0,,15,15,,10,4,
050678,MEMORIALCARE ORANGE COAST MEDICAL CENTER,9920 TALBERT AVENUE,FOUNTAIN VALLEY,CA,92708,ORANGE,(714) 378-7000,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,8,1,7,0,,8,7,2,5,0,,11,11,0,11,0,,15,15,,10,7,
050684,MENIFEE GLOBAL MEDICAL CENTER,28400 MCCALL BOULEVARD,SUN CITY,CA,92585,RIVERSIDE,(951) 679-8888,Acute Care Hospitals,Proprietary,Yes,,Not Available,16,8,2,0,2,0,,8,2,1,1,0,,11,2,0,1,1,,15,15,,10,5,
050686,"KAISER FOUNDATION HOSPITAL, RIVERSIDE",10800 MAGNOLIA AVENUE,RIVERSIDE,CA,92505,RIVERSIDE,(951) 353-2000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,1,0,1,0,,8,6,1,5,0,,11,1,0,1,0,,15,15,,10,4,
050689,SAN RAMON REGIONAL MEDICAL CENTER,6001 NORRIS CANYON ROAD,SAN RAMON,CA,94583,CONTRA COSTA,(925) 275-9200,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,6,0,6,0,,8,4,0,4,0,,11,8,0,7,1,,15,15,,10,8,
050690,KAISER FOUNDATION HOSPITAL-SANTA ROSA,401 BICENTENNIAL WAY,SANTA ROSA,CA,95403,SONOMA,(707) 571-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,1,0,1,0,,8,6,2,4,0,,11,1,0,1,0,,15,15,,10,4,
050696,KECK HOSPITAL OF USC,1500 SAN PABLO STREET,LOS ANGELES,CA,90033,LOS ANGELES,(323) 442-8656,Acute Care Hospitals,Voluntary non-profit - Other,No,,5,,8,6,0,6,0,,8,8,3,5,0,,11,10,2,7,1,,15,15,,10,7,
050697,PATIENTS' HOSPITAL OF REDDING,2900 EUREKA WAY,REDDING,CA,96001,SHASTA,(530) 225-8700,Acute Care Hospitals,Proprietary,No,,Not Available,16,8,1,0,1,0,,8,2,0,2,0,,11,3,0,2,1,,15,5,,10,1,
050701,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL,25500 MEDICAL CENTER DRIVE,MURRIETA,CA,92562,RIVERSIDE,(951) 696-6000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,7,0,7,0,,8,7,2,5,0,,11,6,1,4,1,,15,15,,10,7,
050704,MISSION COMMUNITY HOSPITAL,14850 ROSCOE BLVD,PANORAMA CITY,CA,91402,LOS ANGELES,(818) 904-3100,Acute Care Hospitals,Voluntary non-profit - Private,No,,3,,8,4,0,4,0,,8,6,0,6,0,,11,5,0,4,1,,15,15,,10,7,
050708,FRESNO SURGICAL HOSPITAL,6125 NORTH FRESNO ST,FRESNO,CA,93710,FRESNO,(559) 431-8000,Acute Care Hospitals,Proprietary,No,,Not Available,16,8,1,0,1,0,,8,2,0,2,0,,11,3,1,2,0,,15,15,,10,2,
050709,DESERT VALLEY HOSPITAL,16850 BEAR VALLEY RD,VICTORVILLE,CA,92395,SAN BERNARDINO,(760) 241-8000,Acute Care Hospitals,Proprietary,Yes,Y,3,,8,6,1,5,0,,8,6,2,4,0,,11,8,1,6,1,,15,15,,10,9,
050710,KAISER FOUNDATION HOSPITAL - FRESNO,7300 NORTH FRESNO ST,FRESNO,CA,93720,FRESNO,(559) 448-4500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,1,0,1,0,,8,6,1,5,0,,11,1,0,1,0,,15,15,,10,4,
050714,SUTTER MATERNITY & SURGERY CENTER OF SANTA CRUZ,2900 CHANTICLEER AVENUE,SANTA CRUZ,CA,95065,SANTA CRUZ,(831) 477-2200,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,Not Available,16,8,1,0,1,0,,8,2,0,2,0,,11,4,0,4,0,,15,15,,10,3,
050717,LAC/RANCHO LOS AMIGOS NATIONAL REHABILITATION  CTR,7601 EAST IMPERIAL HIGHWAY,DOWNEY,CA,90242,LOS ANGELES,(562) 401-7022,Acute Care Hospitals,Government - Local,No,,3,,8,1,0,1,0,,8,4,0,4,0,,11,1,0,1,0,,15,15,,10,3,
050723,KAISER FOUNDATION HOSPITAL - BALDWIN PARK,1011 BALDWIN PARK BLVD,BALDWIN PARK,CA,91706,LOS ANGELES,(626) 851-1011,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,3,,8,2,0,2,0,,8,6,0,6,0,,11,2,0,1,1,,15,15,,10,4,
050726,STANISLAUS SURGICAL HOSPITAL,1421 OAKDALE ROAD,MODESTO,CA,95355,STANISLAUS,(209) 572-2700,Acute Care Hospitals,Voluntary non-profit - Private,No,,Not Available,16,8,Not Available,Not Available,Not Available,Not Available,5.0,8,2,0,2,0,,11,3,0,3,0,,15,5,,10,2,
050735,WHITTIER HOSPITAL MEDICAL CENTER,9080 COLIMA RD,WHITTIER,CA,90605,LOS ANGELES,(562) 945-3561,Acute Care Hospitals,Proprietary,Yes,Y,4,,8,4,0,4,0,,8,5,0,5,0,,11,5,0,4,1,,15,15,,10,7,
050736,MONTEREY PARK HOSPITAL,900 S ATLANTIC BLVD,MONTEREY PARK,CA,91754,LOS ANGELES,(626) 570-9000,Acute Care Hospitals,Proprietary,No,,2,,8,3,0,3,0,,8,2,0,2,0,,11,4,0,2,2,,15,15,,10,7,
050737,GARFIELD MEDICAL CENTER,525 N GARFIELD AVE,MONTEREY PARK,CA,91754,LOS ANGELES,(626) 573-2222,Acute Care Hospitals,Proprietary,Yes,Y,1,,8,7,0,6,1,,8,6,1,5,0,,11,8,0,5,3,,15,15,,10,7,
050738,GREATER EL MONTE COMMUNITY HOSPITAL,1701 SANTA ANITA AVE,SOUTH EL MONTE,CA,91733,LOS ANGELES,(626) 350-7975,Acute Care Hospitals,Voluntary non-profit - Private,No,,2,,8,4,0,4,0,,8,4,0,4,0,,11,4,0,3,1,,15,10,,10,6,
050739,CENTINELA HOSPITAL MEDICAL CENTER,555 EAST HARDY STREET,INGLEWOOD,CA,90301,LOS ANGELES,(310) 673-4660,Acute Care Hospitals,Proprietary,No,,2,,8,7,2,5,0,,8,6,2,4,0,,11,5,0,2,3,,15,15,,10,7,
050740,CEDAR-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,CA,90292,LOS ANGELES,(310) 823-8911,Acute Care Hospitals,Proprietary,Yes,,4,,8,6,2,4,0,,8,7,1,6,0,,11,7,0,5,2,,15,15,,10,7,
050744,ANAHEIM GLOBAL MEDICAL CENTER,1025 S ANAHEIM BLVD,ANAHEIM,CA,92805,ORANGE,(714) 533-6220,Acute Care Hospitals,Proprietary,No,,2,,8,2,0,2,0,,8,3,1,2,0,,11,3,0,3,0,,15,5,,10,5,
050745,CHAPMAN GLOBAL MEDICAL CENTER,2601 E CHAPMAN AVE,ORANGE,CA,92869,ORANGE,(714) 633-0011,Acute Care Hospitals,Proprietary,No,,2,,8,2,0,2,0,,8,3,0,3,0,,11,4,0,3,1,,15,15,,10,5,
050746,ORANGE COUNTY GLOBAL MEDICAL CENTER,1001 NORTH TUSTIN AVENUE,SANTA ANA,CA,92705,ORANGE,(714) 953-3500,Acute Care Hospitals,Proprietary,Yes,Y,2,,8,6,0,6,0,,8,6,0,6,0,,11,3,0,2,1,,15,15,,10,5,
050747,COASTAL COMMUNITIES HOSPITAL,2701 S BRISTOL ST,SANTA ANA,CA,92704,ORANGE,(714) 754-5454,Acute Care Hospitals,Proprietary,Yes,Y,1,,8,2,0,2,0,,8,3,1,2,0,,11,2,0,2,0,,15,5,,10,6,
050748,KAISER FOUNDATION HOSPITAL MANTECA,1777 WEST YOSEMITE AVE,MANTECA,CA,95337,SAN JOAQUIN,(209) 825-3700,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,1,0,1,0,,8,6,2,4,0,,11,1,0,1,0,,15,15,,10,4,
050755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,CA,91403,LOS ANGELES,(818) 981-7111,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2,,8,6,1,5,0,,8,4,1,3,0,,11,5,0,3,2,,15,15,,10,6,
050758,MONTCLAIR HOSPITAL MEDICAL CENTER,5000 SAN BERNARDINO ROAD,MONTCLAIR,CA,91763,SAN BERNARDINO,(909) 625-8300,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3,,8,2,1,1,0,,8,4,1,3,0,,11,4,0,3,1,,15,15,,10,7,
050760,KAISER FOUNDATION HOSPITAL - ANTIOCH,4501 SAND CREEK ROAD,ANTIOCH,CA,94531,CONTRA COSTA,(925) 813-6500,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1,,8,4,0,4,0,,8,6,1,5,0,,11,2,0,1,1,,15,15,,10,4,
050761,PROVIDENCE CEDARS SINAI TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,CA,91356,LOS ANGELES,(818) 881-0800,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,8,2,6,0,,8,8,0,8,0,,11,8,0,5,3,,15,15,,10,7,
050763,L A DOWNTOWN MEDICAL CENTER,1711 WEST TEMPLE STREET,LOS ANGELES,CA,90026,LOS ANGELES,(213) 989-6123,Acute Care Hospitals,Proprietary,No,,3,,8,4,1,3,0,,8,3,0,3,0,,11,4,0,2,2,,15,Not Available,5.0,10,3,
050764,SHASTA REGIONAL MEDICAL CENTER,1100 BUTTE ST,REDDING,CA,96001,SHASTA,(530) 244-5454,Acute Care Hospitals,Proprietary,Yes,,2,,8,8,0,8,0,,8,6,0,6,0,,11,9,2,5,2,,15,15,,10,7,
050765,KAISER FOUNDATION HOSPITAL-MORENO VALLEY,27300 IRIS AVENUE,MORENO VALLEY,CA,92555,RIVERSIDE,(951) 251-6530,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,1,0,1,0,,8,6,1,5,0,,11,1,0,1,0,,15,15,,10,3,
050766,SUTTER SURGICAL HOSPITAL - NORTH VALLEY,455 PLUMAS BLVD,YUBA CITY,CA,95991,SUTTER,(530) 749-5700,Acute Care Hospitals,Physician,No,,Not Available,16,8,1,0,1,0,,8,2,0,2,0,,11,3,0,3,0,,15,5,,10,2,
050767,KAISER FOUNDATION HOSPITAL - VACAVILLE,1 QUALITY DRIVE,VACAVILLE,CA,95688,SOLANO,(707) 624-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,1,0,1,0,,8,6,0,6,0,,11,1,0,1,0,,15,15,,10,4,
050769,HOAG ORTHOPEDIC INSTITUTE,16250 SAND CANYON AVENUE,IRVINE,CA,92618,ORANGE,(949) 727-5000,Acute Care Hospitals,Proprietary,No,,Not Available,"16, 23",8,2,0,2,0,,8,2,0,2,0,,11,3,0,2,1,23.0,15,15,,10,2,
050770,LOMA LINDA UNIVERSITY MEDICAL CENTER-MURRIETA,28062 BAXTER ROAD,MURRIETA,CA,92563,RIVERSIDE,(951) 290-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,8,0,8,0,,8,6,1,5,0,,11,7,0,4,3,,15,15,,10,6,
050771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,CA,90650,LOS ANGELES,(562) 868-3751,Acute Care Hospitals,Proprietary,Yes,,1,,8,3,0,3,0,,8,2,0,2,0,,11,3,0,3,0,,15,5,,10,5,
050772,KAISER FOUNDATION HOSPITAL - ROSEVILLE,1600 EUREKA ROAD,ROSEVILLE,CA,95661,PLACER,(916) 784-4000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,2,0,2,0,,8,6,3,3,0,,11,1,0,1,0,,15,15,,10,4,
050775,TEMECULA VALLEY HOSPITAL,31700 TEMECULA PKWY,TEMECULA,CA,92592,RIVERSIDE,(951) 331-2200,Acute Care Hospitals,Proprietary,Yes,,4,,8,8,0,8,0,,8,7,1,6,0,,11,8,1,6,1,,15,15,,10,8,
050776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,CA,90806,LOS ANGELES,(562) 595-1911,Acute Care Hospitals,Proprietary,Yes,,3,,8,3,0,3,0,,8,4,1,3,0,,11,5,0,5,0,,15,Not Available,5.0,10,7,
050777,KAISER FOUNDATION HOSPITAL - SAN LEANDRO,2500 MERCED STREET,SAN LEANDRO,CA,94577,ALAMEDA,(510) 454-1000,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,1,0,1,0,,8,6,1,5,0,,11,2,0,1,1,,15,15,,10,4,
050778,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,11234 ANDERSON STREET SUITE A,LOMA LINDA,CA,92354,SAN BERNARDINO,(909) 558-8000,Acute Care Hospitals,Voluntary non-profit - Church,No,Y,3,,8,Not Available,Not Available,Not Available,Not Available,5.0,8,4,2,2,0,,11,Not Available,Not Available,Not Available,Not Available,5.0,15,10,,10,5,
050779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,CA,90059,LOS ANGELES,(424) 835-6808,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,4,0,4,0,,8,5,2,3,0,,11,4,1,2,1,,15,10,,10,7,
050780,FOOTHILL REGIONAL MEDICAL CENTER,14662 NEWPORT AVE,TUSTIN,CA,92780,ORANGE,(714) 619-7700,Acute Care Hospitals,Proprietary,No,,3,,8,3,1,2,0,,8,2,1,1,0,,11,4,1,3,0,,15,10,,10,5,
050782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,CA,91767,LOS ANGELES,(909) 596-7733,Acute Care Hospitals,Voluntary non-profit - Private,No,,Not Available,16,8,2,0,2,0,,8,2,0,2,0,,11,5,0,5,0,,15,15,,10,3,
050783,COLUSA MEDICAL CENTER,199 E WEBSTER STREET,COLUSA,CA,95932,COLUSA,(530) 619-0800,Acute Care Hospitals,Proprietary,Yes,,1,,8,4,0,4,0,,8,1,0,1,0,,11,4,1,3,0,,15,5,,10,7,
050784,ADVENTIST HEALTH TULARE,869 NORTH CHERRY STREET,TULARE,CA,93274,TULARE,(559) 688-0821,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,3,0,3,0,,8,2,0,2,0,,11,4,0,3,1,,15,10,,10,6,
050785,DOCS SURGICAL HOSPITAL,6000 SAN VICENTE BLVD,LOS ANGELES,CA,90036,LOS ANGELES,(323) 930-1040,Acute Care Hospitals,Physician,No,,Not Available,16,8,1,0,1,0,,8,2,0,2,0,,11,2,0,2,0,,15,10,,10,1,
050854,"ANAHEIM COMMUNITY HOSPITAL, LLC",3350 W BALL RD,ANAHEIM,CA,92804,ORANGE,(248) 905-5091,Acute Care Hospitals,Proprietary,No,,Not Available,16,8,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,15,Not Available,5.0,10,Not Available,5.0
050855,KAISER FOUNDATION HOSPITAL - SAN MARCOS,360 RUSH DR,SAN MARCOS,CA,92078,SAN DIEGO,(760) 528-6295,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4,,8,1,0,1,0,,8,6,0,6,0,,11,1,0,1,0,,15,5,,10,3,
050856,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,CA,93637,MADERA,(559) 706-8226,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5,,8,5,2,3,0,,8,4,1,3,0,,11,6,0,4,2,,15,10,,10,5,
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3,,8,5,1,4,0,,8,4,1,3,0,,11,6,0,5,1,,15,10,,10,5,
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3,,8,5,2,3,0,,8,4,0,4,0,,11,6,0,2,4,,15,10,,10,5,
051300,EASTERN PLUMAS HOSPITAL - PORTOLA CAMPUS,500 FIRST AVENUE,PORTOLA,CA,96122,PLUMAS,(530) 832-6500,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,8,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,15,Not Available,5.0,10,4,
051301,ADVENTIST HEALTH TEHACHAPI VALLEY,1100 MAGELLAN,TEHACHAPI,CA,93561,KERN,(661) 868-6800,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3,,8,3,0,3,0,,8,2,0,2,0,,11,4,0,3,1,,15,15,,10,5,
051302,SOUTHERN INYO HOSPITAL,501 EAST LOCUST STREET,LONE PINE,CA,93545,INYO,(760) 876-5501,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,8,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,15,Not Available,5.0,10,2,
051303,MAMMOTH HOSPITAL,85 SIERRA PARK ROAD PO BOX 660,MAMMOTH LAKES,CA,93546,MONO,(760) 934-3311,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,8,1,0,1,0,,8,1,0,1,0,,11,2,0,2,0,,15,10,,10,5,
051304,JOHN C FREMONT HEALTHCARE DISTRICT,5189 HOSPITAL ROAD,MARIPOSA,CA,95338,MARIPOSA,(209) 966-3631,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,8,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,1,1,,15,Not Available,5.0,10,4,
051305,MAYERS MEMORIAL HOSPITAL,43563 HWY 299 EAST,FALL RIVER MILLS,CA,96028,SHASTA,(530) 336-5511,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,8,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,15,Not Available,5.0,10,3,
051306,GLENN MEDICAL CENTER,1133 W SYCAMORE ST,WILLOWS,CA,95988,GLENN,(530) 934-1818,Critical Access Hospitals,Proprietary,Yes,,Not Available,16,8,2,0,2,0,,8,2,0,2,0,,11,2,1,1,0,,15,Not Available,5.0,10,3,
051307,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,CA,90704,LOS ANGELES,(310) 510-0700,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,8,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,15,Not Available,5.0,10,3,
051308,SURPRISE VALLEY COMMUNITY HOSPITAL,741 NORTH MAIN STREET,CEDARVILLE,CA,96104,MODOC,(530) 279-6111,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,8,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,15,Not Available,5.0,10,1,
051309,JEROLD PHELPS COMMUNITY HOSPITAL,733 CEDAR ST,GARBERVILLE,CA,95542,HUMBOLDT,(707) 923-3921,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,8,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,15,Not Available,5.0,10,3,
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,4,,8,5,2,3,0,,8,4,0,4,0,,11,6,0,4,2,,15,10,,10,5,
051310,ADVENTIST HEALTH HOWARD MEMORIAL,1 MARCELA DR,WILLITS,CA,95490,MENDOCINO,(707) 456-3031,Critical Access Hospitals,Voluntary non-profit - Private,No,,5,,8,4,0,4,0,,8,3,0,3,0,,11,6,1,5,0,,15,15,,10,6,
051311,ORCHARD HOSPITAL,240 SPRUCE STREET,GRIDLEY,CA,95948,BUTTE,(530) 846-5671,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,8,2,0,2,0,,8,1,0,1,0,,11,3,0,3,0,,15,Not Available,5.0,10,4,
051312,MOUNTAINS COMMUNITY HOSPITAL,29101 HOSPITAL ROAD,LAKE ARROWHEAD,CA,92352,SAN BERNARDINO,(909) 336-3651,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,8,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,15,Not Available,5.0,10,5,
051314,KERN VALLEY HEALTHCARE DISTRICT,6412 LAUREL AVE,LAKE ISABELLA,CA,93240,KERN,(760) 379-2681,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,3,,8,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,15,Not Available,5.0,10,5,
051315,TRINITY HOSPITAL,60 EASTER AVENUE,WEAVERVILLE,CA,96093,TRINITY,(530) 623-5541,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,8,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,15,Not Available,5.0,10,4,
051316,FAIRCHILD MEDICAL CENTER,444 BRUCE STREET,YREKA,CA,96097,SISKIYOU,(530) 842-4121,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,2,,8,5,0,4,1,,8,3,0,3,0,,11,7,1,6,0,,15,15,,10,8,
051317,ADVENTIST HEALTH CLEARLAKE,15630 18TH AVE - HWY 53,CLEARLAKE,CA,95422,LAKE,(707) 994-6486,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,2,,8,5,0,5,0,,8,2,0,2,0,,11,6,0,6,0,,15,15,,10,8,
051318,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,3300 RENNER DRIVE,FORTUNA,CA,95540,HUMBOLDT,(707) 445-8121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,,8,4,0,4,0,,8,2,0,2,0,,11,8,2,6,0,,15,15,,10,5,
051319,MERCY MEDICAL CENTER OF MT SHASTA,914 PINE STREET,MOUNT SHASTA,CA,96067,SISKIYOU,(530) 926-6111,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,4,,8,5,0,5,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,5,2,2,1,,15,15,,10,8,
051320,BANNER LASSEN MEDICAL CENTER,1800 SPRING RIDGE DRIVE,SUSANVILLE,CA,96130,LASSEN,(530) 252-2000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,8,4,0,4,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,6,0,6,0,,15,Not Available,5.0,10,6,
051321,HEALDSBURG HOSPITAL,1375 UNIVERSITY AVENUE,HEALDSBURG,CA,95448,SONOMA,(707) 431-6500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,8,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,2,1,,15,5,,10,5,
051323,COLORADO RIVER MEDICAL CENTER,1401 BAILEY AVE,NEEDLES,CA,92363,SAN BERNARDINO,(760) 326-7162,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,8,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,15,Not Available,5.0,10,3,
